"X","Y"
1748.87642367266,260.707746466328
1757.58454670596,858.306708086374
-995.792223381244,901.35351668005
-1115.78662663159,1213.67674870655
-2113.160492921,27.3587572068167
-1811.13009384,1562.52612699006
1573.40480220314,403.226017847351
3382.14515066327,-1052.83133239242
3221.58251078728,-854.001776168505
3497.85653071098,2201.04304453892
-1017.28586823928,699.936754359172
-1342.2983241153,1400.55029787981
-1358.08047087798,1252.38029622949
1843.98738525298,229.213530313074
-1760.18375243062,358.094175711045
256.344440636523,2558.66732572081
557.811408329494,3087.78466642942
-395.695640621745,3170.4803839685
553.156310607109,3782.99515710216
2436.16003712956,1452.08019501209
3122.66070311006,2038.03691339414
1522.7564748982,814.771678477881
-2022.39604799213,1553.12134394561
3536.54498185274,-1247.43782497624
1833.58477529064,1001.17425740303
3658.40455749203,2394.27901444934
2424.03182123557,-162.670203723033
-965.686068460823,1254.49064938619
1473.44597495009,429.194996388369
3027.36359127497,-813.673900427993
-1460.25516571541,1396.55933716987
-1878.82822105986,292.756423916143
504.998032299777,2984.4670730829
-662.412039497016,3413.76998313323
2009.8416285622,-80.9836151339252
2919.07546852807,1607.11295825439
0.691157236489289,-1478.78408286214
2100.19784961742,1137.47976204423
1539.34803458159,234.093409260179
221.796501889757,2671.38880197835
-223.696991964185,-1979.76148904527
-1271.17820975975,527.358321451443
645.202339526347,-1705.79766047365
3643.44413910618,2726.90970223723
-1930.31669702146,1732.92496880858
-1176.19287112597,650.462340955909
581.245202509456,4004.18753659781
874.65824634776,-2093.51176114833
-1964.55474169226,-95.3380888170184
3379.58540640258,-1344.56175112873
3483.66493674434,2486.72163180374
3083.82614206634,-1029.59322078982
-1410.4580357608,1669.91706552781
-1641.01476901941,1468.2910519943
755.888772581473,2921.37522292992
3645.70363375157,2560.35955116292
3297.43245367396,2310.72966328224
1762.92520894128,1299.45046658791
-753.02978237808,1170.78554726688
1549.96067301564,-60.5212008836966
-1037.46402050142,445.224412549388
-924.826594541594,3334.63652728537
