CONTRA,RED
458,659
501,659
551,659
625,659
697,659
765,659
357,660
370,660
578,660
730,660
135,661
224,661
344,661
532,661
546,661
639,661
655,661
758,661
331,662
462,662
496,662
599,662
602,662
737,662
747,662
775,662
410,663
587,663
621,663
165,664
416,664
456,664
483,664
634,664
652,664
795,664
324,665
449,665
565,665
663,665
226,666
537,666
601,666
641,666
667,666
764,666
544,667
577,667
197,668
378,668
398,668
456,668
460,668
204,670
236,670
515,670
593,670
646,670
529,671
611,671
745,671
765,671
786,671
353,672
366,672
507,672
518,672
524,672
329,673
358,673
434,673
560,673
567,673
579,673
615,673
630,673
160,674
484,674
492,674
677,674
375,675
398,675
458,675
722,675
337,676
465,676
500,676
650,676
704,676
505,677
621,677
673,677
779,677
794,677
147,678
267,678
389,678
415,678
128,679
306,679
350,679
358,679
365,679
547,679
718,679
408,680
485,680
528,680
556,680
640,680
654,680
689,680
855,680
502,681
544,681
161,682
176,682
462,682
548,682
673,682
207,683
424,683
475,683
523,683
591,683
797,683
125,684
431,684
455,684
602,684
706,684
737,684
764,684
313,685
154,686
242,686
650,686
451,687
464,687
504,687
510,687
529,687
548,687
560,687
566,687
583,687
647,687
665,687
758,687
203,688
400,688
497,688
630,688
126,689
174,689
371,689
383,689
472,689
509,689
603,689
780,689
90,690
267,690
480,690
516,690
571,690
501,691
535,691
552,691
248,692
276,692
360,692
487,692
572,692
686,692
730,692
315,693
418,693
545,693
284,694
413,694
464,694
561,694
612,694
634,694
646,694
140,695
273,695
471,695
621,695
698,695
233,696
449,696
514,696
590,696
674,696
743,696
769,696
116,697
122,697
188,697
241,697
419,697
755,697
226,698
269,698
326,698
537,698
638,698
174,699
484,699
499,699
550,699
557,699
578,699
406,700
410,700
492,700
510,700
622,700
657,700
725,700
368,701
516,701
530,701
675,701
694,701
378,702
543,702
563,702
823,702
327,703
456,703
341,704
488,704
497,704
118,705
220,705
347,705
413,705
528,705
586,705
651,705
177,706
471,706
553,706
610,706
625,706
111,707
465,707
510,707
567,707
596,707
106,708
359,708
363,708
453,708
460,708
533,708
602,708
775,708
792,709
318,710
342,710
502,710
578,710
151,711
296,711
509,711
552,711
644,711
129,712
214,712
370,712
377,712
424,712
476,712
526,712
557,712
592,712
638,712
771,712
437,713
451,713
631,713
107,714
111,714
468,714
516,714
547,714
571,714
579,714
657,714
763,715
354,716
520,716
799,716
872,716
197,717
312,717
526,717
530,717
541,717
565,717
599,717
456,718
481,718
533,718
587,718
624,718
98,719
132,719
436,719
516,719
553,719
578,719
664,719
230,720
321,720
362,720
376,720
490,720
521,720
886,720
95,721
138,721
502,721
549,721
621,721
109,723
327,723
426,723
468,723
572,723
586,723
643,723
352,724
382,724
449,724
478,724
510,724
647,724
121,725
517,725
582,725
607,725
716,725
142,726
208,726
361,726
381,726
455,726
93,727
573,727
597,727
116,728
482,728
493,728
527,728
589,728
193,729
332,729
394,729
468,729
506,729
565,729
530,730
560,730
579,730
834,730
174,731
287,731
311,731
406,731
465,731
516,731
477,732
635,732
138,733
488,733
523,733
541,733
623,733
659,733
761,733
159,734
441,734
537,734
547,734
127,735
146,735
297,735
389,735
402,735
452,735
615,735
634,735
686,735
737,735
326,736
436,736
444,736
588,736
85,737
98,737
257,737
282,737
355,737
516,737
526,737
623,737
626,737
159,738
245,738
363,738
480,738
550,738
579,738
76,739
113,739
217,739
349,739
416,739
494,739
502,739
563,739
489,740
621,740
689,740
84,741
389,741
607,741
272,742
400,742
438,742
461,742
519,742
555,742
634,742
69,743
138,743
443,743
449,743
453,743
487,743
611,743
685,743
467,744
537,744
348,745
482,745
527,745
532,745
588,745
599,745
97,746
106,746
210,746
336,746
380,746
411,746
500,746
513,746
571,746
110,747
146,747
183,747
332,747
476,747
568,747
585,747
74,748
434,748
519,748
550,748
388,749
165,750
288,750
579,750
106,751
329,751
404,751
535,751
159,752
266,752
377,752
484,752
516,752
555,752
581,752
615,752
668,752
323,753
415,753
527,753
567,753
599,753
80,754
87,754
271,754
356,754
419,754
499,754
607,754
71,755
187,755
316,755
339,755
391,755
547,755
656,755
85,756
137,756
635,756
370,757
444,757
449,757
499,757
584,757
101,758
190,758
471,758
482,758
516,758
621,758
111,759
282,759
289,759
305,759
405,759
579,759
57,760
85,760
167,760
271,760
468,760
525,760
604,760
52,761
184,761
365,761
457,761
117,762
345,762
488,762
534,762
597,762
221,763
437,763
449,763
461,763
545,763
626,763
705,763
322,764
384,764
317,765
408,765
529,765
44,766
373,766
537,766
580,766
478,767
504,767
573,767
666,767
323,768
402,768
416,768
460,768
494,768
512,768
73,769
150,769
313,769
376,769
730,769
122,770
191,770
305,770
348,770
521,770
625,770
84,771
237,771
446,771
539,772
554,772
583,772
612,772
331,773
384,773
402,773
452,773
460,773
41,774
295,774
485,774
507,774
514,774
563,774
575,774
72,775
103,775
268,775
326,775
118,776
222,776
338,776
353,776
498,776
526,776
115,777
290,777
74,778
242,778
347,778
46,779
57,779
207,779
300,779
447,779
484,779
540,780
547,780
572,780
593,780
98,781
319,781
380,781
425,781
456,781
522,781
537,781
581,781
600,781
705,781
80,782
308,782
609,782
471,783
714,783
423,784
512,784
367,785
433,786
477,786
523,786
340,787
396,787
448,787
459,787
501,787
37,788
266,788
325,788
355,788
525,788
301,789
537,789
551,789
599,789
688,789
115,790
623,790
419,791
575,791
751,791
325,792
49,793
78,793
301,793
433,793
254,794
364,794
452,794
469,794
481,794
629,794
72,795
107,795
543,795
548,795
725,795
170,796
240,796
285,796
334,796
504,796
515,796
52,797
346,797
424,797
497,797
536,797
769,797
190,798
492,798
743,798
61,799
98,799
480,799
556,799
564,799
590,799
282,800
321,800
360,800
366,800
519,800
748,800
163,801
751,801
253,802
382,802
450,802
486,802
373,803
434,804
492,804
543,804
698,804
580,805
303,806
338,806
517,806
547,806
706,806
206,807
466,807
526,807
734,807
823,807
252,809
436,809
506,809
545,809
83,810
199,810
376,810
292,811
390,811
456,811
79,812
368,812
528,812
585,812
828,812
481,813
517,813
349,814
430,814
512,814
176,815
211,815
222,815
280,815
415,816
63,817
213,817
223,817
300,817
431,817
553,817
93,818
322,818
440,818
516,818
657,819
77,820
244,820
340,820
451,821
173,822
302,822
317,822
375,822
560,822
695,822
289,823
632,823
645,823
782,823
85,824
109,824
270,824
388,824
468,824
473,824
156,825
207,826
536,826
669,826
764,826
440,827
235,828
402,828
455,828
547,828
93,829
132,829
366,829
413,830
423,830
518,830
541,830
506,831
109,832
388,832
434,832
468,832
254,833
311,833
522,833
104,834
352,834
201,835
284,835
420,835
214,836
334,836
369,836
153,837
274,837
173,838
440,838
515,838
582,838
181,839
229,839
242,839
311,839
545,839
133,840
245,840
302,840
318,841
504,841
144,842
433,842
496,842
408,843
122,844
102,845
226,845
234,845
303,845
330,845
139,846
545,846
214,847
376,847
582,847
314,848
343,848
407,848
649,848
497,849
669,849
107,850
209,850
436,851
736,851
228,852
478,852
270,853
311,853
373,853
351,854
395,854
339,855
360,857
568,857
158,858
167,858
348,858
405,858
422,858
141,859
277,859
293,859
197,860
281,860
328,860
678,860
238,861
166,862
488,862
179,863
186,863
302,863
350,863
427,863
233,864
247,864
257,864
375,864
140,865
195,866
354,866
316,867
370,867
406,867
198,868
207,868
332,868
220,869
263,869
381,869
644,869
175,870
463,870
467,870
131,872
182,872
158,873
267,873
192,875
296,875
321,875
407,876
435,876
147,877
351,878
739,878
314,879
446,879
171,880
262,881
359,881
424,881
616,881
469,883
213,884
304,884
240,885
376,885
168,886
181,886
195,886
334,886
402,886
228,888
274,888
355,888
768,888
255,889
211,890
436,892
298,893
344,893
495,893
290,894
422,894
236,896
274,896
400,896
646,896
265,897
306,897
474,898
504,898
244,899
364,899
386,899
268,900
206,901
331,902
252,904
373,904
440,904
214,905
429,905
229,906
306,906
444,906
381,907
227,908
331,908
204,909
267,909
275,910
320,910
291,915
276,916
349,916
368,917
392,917
403,917
242,918
264,918
662,918
229,919
314,919
351,919
209,920
301,920
290,925
283,926
318,926
294,928
422,931
262,933
245,934
275,934
312,934
300,935
318,935
351,935
231,937
256,940
374,940
695,943
263,946
355,947
280,948
344,949
352,952
374,953
335,955
422,956
404,957
683,957
375,958
438,959
334,960
396,961
302,963
430,971
324,974
336,974
379,974
425,976
354,979
330,980
356,989
389,996
422,1000
365,1001
427,1012
