"X","Y"
54,318
87,343
147,342
178,306
178,325
188,358
179,376
182,423
172,444
198,450
218,446
243,457
280,467
323,467
335,471
360,467
366,444
380,418
368,384
350,361
350,328
326,312
328,287
343,304
362,301
396,301
409,300
445,265
423,240
396,215
383,202
428,200
445,191
474,183
486,147
482,135
461,114
431,91
394,62
359,33
340,8
333,0
316,14
311,32
305,25
246,58
220,98
220,139
221,150
253,196
217,176
203,181
189,171
156,172
133,168
101,169
87,165
41,173
30,208
38,228
47,269
